=== Inicio de migración: 2026-01-27 03:34:52 ===
2026-01-27 03:34:52 | Skip | C:\Users\armando\Documents\_Agenda\Date Snippet.MD ->  | No clasifica (score=2) [patrón de código: (?m)^\s*(using|namespace|class|public|private|protected|static)\b] | No action
2026-01-27 03:34:52 | Copy | C:\Users\armando\Documents\_Agenda\FilesSnippets.MD -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\FilesSnippets.MD | Clasifica (score=4) [contenido con 3 palabra(s) clave; enlaces a docs/dev] | Copied
2026-01-27 03:35:10 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\Cepadem Cepanim\Trazar ADW.md -> C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\Panama\Cepadem Cepanim\move-Trazar ADW.md | Marcado como migrado | Renamed
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\USA\Foreign-owned Single-Member LLC.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\USA\Payment calendar\Taxes and franchise.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\USA\Tax\DGI\Estado de cuenta.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\USA\Tax\DGI\Mi LLC DGI Panama.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\My Network\Government\USA\Tax\DGI\Mi LLC DGI Panama.md | Clasifica (score=3) [contenido con 1 palabra(s) clave; patrón de código: ```] | Copied
2026-01-27 03:35:10 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\USA\Tax\DGI\Mi LLC DGI Panama.md -> C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\USA\Tax\DGI\move-Mi LLC DGI Panama.md | Marcado como migrado | Renamed
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Government\USA\Tax\IRS\USA IRS Pending.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Retailers & Vendors\Online Purchase\Unieuro\Account.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Retailers & Vendors\SuperMarkets\ALDI.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Retailers & Vendors\SuperMarkets\EuroSpin.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Retailers & Vendors\SuperMarkets\In's.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Retailers & Vendors\SuperMarkets\Lidl.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Retailers & Vendors\SuperMarkets\Mercato.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:10 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\To\AdSense\Create a site free for a financial.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:11 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\My Network\To\AdSense\Intro to AdSense Bard.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\My Network\To\AdSense\Intro to AdSense Bard.md | Clasifica (score=3) [contenido con 1 palabra(s) clave; patrón de código: (?i)\b(select|insert|update|delete)\s+\b] | Copied
2026-01-27 03:35:11 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\My Network\To\AdSense\Intro to AdSense Bard.md -> C:\Users\armando\Documents\_Agenda\Agenda\My Network\To\AdSense\move-Intro to AdSense Bard.md | Marcado como migrado | Renamed
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\01. General notes\Check this phones.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\01. General notes\Fecha Cambio de proveedores Gas and Light.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Associazioni dei consumatori a Torino\Info Links.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Associazioni dei consumatori a Torino\Luce e gas - GoTo.GetHelp.md ->  | No clasifica (score=2) [contenido con 1 palabra(s) clave; enlaces a docs/dev] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Digital Presence\My Phone\(39) 347 5255 109.md ->  | No clasifica (score=1) [ruta contiene 'git'] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Digital Presence\My Phone\My Phone.md ->  | No clasifica (score=1) [ruta contiene 'git'] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Digital Presence\My Phone\Untitled.md ->  | No clasifica (score=1) [ruta contiene 'git'] | No action
2026-01-27 03:35:11 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Digital Presence\My Phone\WIKO Y82.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\My Network\Utilities & Services\Digital Presence\My Phone\WIKO Y82.md | Clasifica (score=4) [ruta contiene 'git'; contenido con 1 palabra(s) clave; patrón de código: ```] | Copied
2026-01-27 03:35:11 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Digital Presence\My Phone\WIKO Y82.md -> C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Digital Presence\My Phone\move-WIKO Y82.md | Marcado como migrado | Renamed
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Digital Presence\PEC\PEC (Posta Elettronica Certificata).md ->  | No clasifica (score=1) [ruta contiene 'git'] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Facile.it\Facile.it call.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Internet and Telephony\Cambio.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Internet and Telephony\Open Phone\Open Phone.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Internet and Telephony\TextMe\🔰 Client Profile @TextMe.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Internet and Telephony\TIM\🧨TIM contract.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Internet and Telephony\Vodafone\✔Vodafone.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:11 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Internet and Telephony\Vodafone\➡MyVodafone.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Internet and Telephony\Wind3\Wind3.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Utilities\Waste\TARI rifiutti\SORIS.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Utilities\📂Global info\Electricity Market Share.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Utilities\📂Global info\Gas Market Share.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Utilities\📂Global info\Informazione sopra le tariffe elettriche e orario.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Utilities\📂Global info\Mi perfil.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Utilities\🔄Luce 🔆 Gas\❌Enel\✔ENEL (change tax code).md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Utilities\🔄Luce 🔆 Gas\❌Enel\✔Rateizazione Gennaio 2024.md ->  | No clasifica (score=2) [patrón de código: (?i)\bREST\b|\bGraphQL\b|\bHTTP\b] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Utilities\🔄Luce 🔆 Gas\❌Enel\🔰 Client Profile @ENEL.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\Utilities & Services\Utilities\🔄Luce 🔆 Gas\🚥Sorgenia\🔰 Client Profile @Sorgenia.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\AA\Index.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\AA\Persmesso di Soggiorno.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\ARERA\Index.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\Avv Colasanto\Index.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\Comune Torino\Index.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\Comune Torino\Reporte.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:12 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\Comuzio\Index.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\Earth Class Mail\Earth Class Mail.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\Earth Class Mail\Index.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\ENEL\Index.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\Residence Permit\Index.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\Residence Permit\Residence Permit.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\TIM\Index.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\TIM\TIM claim letter.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\My Network\_Portfolio\TIM\TIM steps to solve.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\AI Links.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\AI Prompts.md ->  | No clasifica (score=1) [enlaces a docs/dev] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\Android.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\how can get the hour i turned off my computer.md ->  | No clasifica (score=2) [patrón de código: (?i)\b(select|insert|update|delete)\s+\b] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\How to record a call on your iPhone (and check if it's legal in your state).md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\Polterai AI.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\To clone my voice.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\AirDroid\AirDroid.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\AirDroid\AirDrop.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:13 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\Aplicaciones y Utilitarios\VeraCrypt.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Tech\Cameras\Cameras learn.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Adriana Astarelli in Io la conoscevo bene.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\AI utilities.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\google maps nearest from any location.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Guard.IsNotNull(array).md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\Varios\Guard.IsNotNull(array).md | Clasifica (score=5) [contenido con 2 palabra(s) clave; patrón de código: ```; enlaces a docs/dev] | Copied
2026-01-27 03:35:14 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Guard.IsNotNull(array).md -> C:\Users\armando\Documents\_Agenda\Agenda\Varios\move-Guard.IsNotNull(array).md | Marcado como migrado | Renamed
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Keep focused.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Rexeta turron jijona.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Samples calendar.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Domestico\Down Booties.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Domestico\Lettuce Lechuga Lattughe.md ->  | No clasifica (score=1) [enlaces a docs/dev] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Domestico\Meat.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Domestico\Silla giratoria.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\Varios\Domestico\Trampa de grasa de la campana extractora.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:14 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🍀Glosario\Organizar.md ->  | No clasifica (score=2) [contenido con 2 palabra(s) clave] | No action
2026-01-27 03:35:14 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\🍀Glosario\Solution structure.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\🍀Glosario\Solution structure.md | Clasifica (score=3) [contenido con 3 palabra(s) clave] | Copied
2026-01-27 03:35:14 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\🍀Glosario\Solution structure.md -> C:\Users\armando\Documents\_Agenda\Agenda\🍀Glosario\move-Solution structure.md | Marcado como migrado | Renamed
2026-01-27 03:35:15 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\🍀Glosario\Windsurf.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\🍀Glosario\Windsurf.md | Clasifica (score=4) [nombre contiene 'windsurf'; contenido con 2 palabra(s) clave] | Copied
2026-01-27 03:35:15 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\🍀Glosario\Windsurf.md -> C:\Users\armando\Documents\_Agenda\Agenda\🍀Glosario\move-Windsurf.md | Marcado como migrado | Renamed
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📆 2026-agenda\CEPADEM y CEPANIM\Inicio.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📆 2026-agenda\Laura Martinelli\Cuestionario.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📆 2026-agenda\Pago ASL\ASL 2000 de 2026.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📆 2026-agenda\Pago ASL\Plan de exámenes  y medicamentos.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📆 2026-agenda\Pago Bricca\Desarrollo.md ->  | No clasifica (score=2) [nombre contiene 'desarrollo'] | No action
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📆 2026-agenda\PayPal\Proceder.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📆 2026-agenda\Tarjeta de debito\FedEx.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📆 Daily Agenda\Italy's Calendar.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:15 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\📆 Daily Agenda\Coding Agenda\TimeDate.Now\Azure.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\📆 Daily Agenda\Coding Agenda\TimeDate.Now\Azure.md | Clasifica (score=3) [ruta contiene 'coding'; nombre contiene 'azure'] | Copied
2026-01-27 03:35:15 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\📆 Daily Agenda\Coding Agenda\TimeDate.Now\Azure.md -> C:\Users\armando\Documents\_Agenda\Agenda\📆 Daily Agenda\Coding Agenda\TimeDate.Now\move-Azure.md | Marcado como migrado | Renamed
2026-01-27 03:35:15 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\📆 Daily Agenda\Coding Agenda\TimeDate.Now\Visual Studio y cuentas.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\📆 Daily Agenda\Coding Agenda\TimeDate.Now\Visual Studio y cuentas.md | Clasifica (score=9) [ruta contiene 'coding'; nombre contiene 'visual studio'; contenido con 3 palabra(s) clave; patrón de código: ```; enlaces a docs/dev] | Copied
2026-01-27 03:35:15 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\📆 Daily Agenda\Coding Agenda\TimeDate.Now\Visual Studio y cuentas.md -> C:\Users\armando\Documents\_Agenda\Agenda\📆 Daily Agenda\Coding Agenda\TimeDate.Now\move-Visual Studio y cuentas.md | Marcado como migrado | Renamed
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📆 Daily Agenda\Specchi de tempi\Plan.md ->  | No clasifica (score=2) [contenido con 2 palabra(s) clave] | No action
2026-01-27 03:35:15 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\00. Links.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:15 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\01. LLM Agent.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\📌Agents (AI)\01. LLM Agent.md | Clasifica (score=3) [contenido con 3 palabra(s) clave] | Copied
2026-01-27 03:35:15 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\01. LLM Agent.md -> C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\move-01. LLM Agent.md | Marcado como migrado | Renamed
2026-01-27 03:35:16 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\02. Agent Specification.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\📌Agents (AI)\02. Agent Specification.md | Clasifica (score=3) [contenido con 3 palabra(s) clave] | Copied
2026-01-27 03:35:16 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\02. Agent Specification.md -> C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\move-02. Agent Specification.md | Marcado como migrado | Renamed
2026-01-27 03:35:16 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\03. Agent Specification Template.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\📌Agents (AI)\03. Agent Specification Template.md | Clasifica (score=5) [contenido con 3 palabra(s) clave; patrón de código: ```] | Copied
2026-01-27 03:35:16 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\03. Agent Specification Template.md -> C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\move-03. Agent Specification Template.md | Marcado como migrado | Renamed
2026-01-27 03:35:16 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\04. Sample AccountsPayable-BC-Specification.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\📌Agents (AI)\04. Sample AccountsPayable-BC-Specification.md | Clasifica (score=5) [contenido con 3 palabra(s) clave; patrón de código: ```] | Copied
2026-01-27 03:35:16 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\04. Sample AccountsPayable-BC-Specification.md -> C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\move-04. Sample AccountsPayable-BC-Specification.md | Marcado como migrado | Renamed
2026-01-27 03:35:16 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\📌Agents (AI)\Untitled.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:16 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🔅🔅Google Antigravity\Setup\Best Practices for 2026.md ->  | No clasifica (score=2) [contenido con 2 palabra(s) clave] | No action
2026-01-27 03:35:16 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\🔅🔅Google Antigravity\Setup\Windows paths for Google Antigravity.md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\🔅🔅Google Antigravity\Setup\Windows paths for Google Antigravity.md | Clasifica (score=3) [contenido con 3 palabra(s) clave] | Copied
2026-01-27 03:35:16 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\🔅🔅Google Antigravity\Setup\Windows paths for Google Antigravity.md -> C:\Users\armando\Documents\_Agenda\Agenda\🔅🔅Google Antigravity\Setup\move-Windows paths for Google Antigravity.md | Marcado como migrado | Renamed
2026-01-27 03:35:16 | Copy | C:\Users\armando\Documents\_Agenda\Agenda\🔰 AI Notes\Random to organize\AOT (Ahead of Time).md -> C:\Users\armando\Documents\AHS.DevKnowledge\inmigracion de notas\Agenda\🔰 AI Notes\Random to organize\AOT (Ahead of Time).md | Clasifica (score=5) [contenido con 3 palabra(s) clave; patrón de código: ```] | Copied
2026-01-27 03:35:16 | Rename | C:\Users\armando\Documents\_Agenda\Agenda\🔰 AI Notes\Random to organize\AOT (Ahead of Time).md -> C:\Users\armando\Documents\_Agenda\Agenda\🔰 AI Notes\Random to organize\move-AOT (Ahead of Time).md | Marcado como migrado | Renamed
2026-01-27 03:35:16 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🔰 AI Notes\Random to organize\Cuentas VS, GitHub y Azure.md ->  | No clasifica (score=2) [nombre contiene 'git'] | No action
2026-01-27 03:35:16 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🚀 LifeManager 2026\Salud\2026\Learn\Bandas elásticas.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:16 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🚀 LifeManager 2026\Salud\2026\Learn\Chasquidos, crepitaciones o como si “se rompieran ligamentos”.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:17 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🚀 LifeManager 2026\Salud\2026\Learn\Links.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:17 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🚀 LifeManager 2026\Salud\2026\Rutinas\Bandas elasticas\Bandas elásticas recomendadas.md ->  | No clasifica (score=2) [contenido con 2 palabra(s) clave] | No action
2026-01-27 03:35:17 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🚀 LifeManager 2026\Salud\2026\Rutinas\Cervical y hombros\Movilidad cervical.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:17 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🚀 LifeManager 2026\Salud\2026\Rutinas\Cervical y hombros\Rutina de hombros y espalda alta.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:17 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🚀 LifeManager 2026\Salud\2026\Rutinas\Cervical y hombros\Untitled.md ->  | No clasifica (score=0) [] | No action
2026-01-27 03:35:17 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🚀 LifeManager 2026\Salud\2026\Rutinas\Equilibrio\Equilibrio.md ->  | No clasifica (score=1) [contenido con 1 palabra(s) clave] | No action
2026-01-27 03:35:17 | Skip | C:\Users\armando\Documents\_Agenda\Agenda\🚀 LifeManager 2026\Salud\2026\Rutinas\Equilibrio\Tai-Chi.md ->  | No clasifica (score=0) [] | No action
